K05S91D 18.0   0.15 K1014  52.54254   15.84658   11.54403    2.44905  0.2391979  0.26834142   2.3805514  2 E2010-C46    77   2 2005-2009 0.45 M-v 38h MPC        0000          2005 SD91          20091227
K05SB3Z 17.5   0.15 K1014  14.37604   73.94640  304.40570    0.77119  0.1174298  0.24525905   2.5276640  2 E2010-C46    68   4 2001-2009 0.36 M-v 38h MPC        0000          2005 SZ113         20091123
K05SC5H 17.2   0.15 K1014 130.36112   25.51046  187.32183    3.15432  0.0285957  0.21552406   2.7551096  3 E2010-C46    37   3 2000-2008 0.19 M-v 38h MPC        0000          2005 SH125         20080503
K05SD4V 18.3   0.15 K1014  67.95311  349.61130   37.92937    1.08353  0.2235579  0.27775657   2.3264469  3 E2010-C46    37   3 1998-2010 0.36 M-v 38h MPC        0000          2005 SV134         20100111
K05SG4T 16.5   0.15 K1014  70.90029  215.25815  154.07764    6.46469  0.3019191  0.27153223   2.3618653  1 E2010-C46    91   4 2003-2010 0.48 M-v 38h MPC        0007          2005 ST164         20100112
K05SG9W 16.8   0.15 K1014 281.32395  204.55677  207.31725   10.06340  0.1134777  0.20109840   2.8853399  3 E2010-C46    35   2 2005-2008 0.38 M-v 38h MPC        0000          2005 SW169         20080503
K05T10P 16.9   0.15 K1014 130.84421   34.28001  326.10220    6.34755  0.1408169  0.30617913   2.1801464  3 E2010-C46    69   3 2005-2010 0.51 M-v 38h MPC        0000          2005 TP10          20100210
K05U66U 16.9   0.15 K1014 354.94862  286.18442   72.53057   13.12383  0.1815574  0.21873023   2.7281203  2 E2010-C46    39   3 1999-2008 0.33 M-v 38h MPC        0000          2005 UU66          20080404
K05U93R 17.6   0.15 K1014   6.45061  133.63935  346.06590    3.78935  0.1332738  0.28140426   2.3062990  1 E2010-C46    26   4 2003-2010 0.54 M-v 38h MPC        0000          2005 UR93          20100210
K05UB0X 17.4   0.15 K1014 344.62317  101.62152   39.71495    5.25413  0.1694327  0.26965166   2.3728338  2 E2010-C46    38   3 2003-2010 0.53 M-v 38h MPC        0000          2005 UX110         20100209
K05UO7N 17.1   0.15 K1014 334.14231  275.24549  244.20908    5.74276  0.0972701  0.29159502   2.2522468  1 E2010-C46    36   5 1995-2010 0.43 M-v 38h MPC        0000          2005 UN247         20100209
K05UX5U 18.2   0.15 K1014  18.22092  113.46614  356.51002    3.64809  0.1520014  0.28091274   2.3089884  5 E2010-C46    15   2 2005-2010 0.26 M-v 38h MPC        0000          2005 UU335         20100209
K05W62C 16.3   0.15 K1014  54.28497  236.76713  114.73917   12.02525  0.2055176  0.23993604   2.5649115  1 E2010-C46    69   4 2001-2010 0.55 M-v 38h MPC        1000          2005 WC62          20100207
K05WH1G 17.1   0.15 K1014 337.00125   82.44213   93.62799    6.06909  0.1041711  0.28102629   2.3083664  0 E2010-C46    39   5 2001-2010 0.31 M-v 38h MPC        0000          2005 WG171         20100211
K05WJ3S 17.7   0.15 K1014 157.36454   29.23525   99.40789   24.73861  0.0353359  0.38258383   1.8792518  1 E2010-C46    28   4 2001-2009 0.57 M-v 38h MPC        0000          2005 WS193         20090316
K05XA2F 16.6   0.15 K1014 313.91866   14.70339  113.60047   10.79079  0.1351028  0.21699991   2.7426035  2 E2010-C46    37   2 2005-2010 0.57 M-v 38h MPC        0000          2005 XF102         20100210
K05YG6J 16.7   0.15 K1014 307.95313   44.46356  138.39601    6.80277  0.0710330  0.25683237   2.4511481  2 E2010-C46    23   3 2003-2010 0.43 M-v 38h MPC        0000          2005 YJ166         20100209
K05YK9O 17.3   0.15 K1014 134.79074  190.43683  262.26489   16.76339  0.0878229  0.35022888   1.9932789  3 E2010-C46    30   2 2005-2008 0.59 M-v 38h MPC        0000          2005 YO209         20081205
K06B81F 16.8   0.15 K1014  32.44804  104.03553  344.50843   13.24852  0.1506913  0.23899252   2.5716578  2 E2010-C46    43   4 2002-2010 0.47 M-v 38h MPC        0000          2006 BF81          20100209
K06BC9U 17.2   0.15 K1014  31.33071  311.80689  136.80252    5.96727  0.1523392  0.24461204   2.5321193  3 E2010-C46    32   3 2002-2010 0.48 M-v 38h MPC        0000          2006 BU129         20100209
K06BI3T 17.3   0.15 K1014 309.34573   60.13821  161.80652    4.50802  0.2138774  0.23852904   2.5749880  2 E2010-C46    36   4 2002-2010 0.47 M-v 38h MPC        0000          2006 BT183         20100210
K06C59L 15.8   0.15 K1014 307.86476  197.16112  341.25967    7.96459  0.1256463  0.22461119   2.6802901  2 E2010-C46   122   4 2002-2010 0.52 M-v 38h MPC        1000          2006 CL59          20100209
K06D10J 16.9   0.15 K1014  11.67385  333.58862  119.62451    5.14465  0.2301862  0.23651790   2.5895644  3 E2010-C46    70   3 2002-2010 0.53 M-v 38h MPC        0000          2006 DJ10          20100209
K06D47C 16.7   0.15 K1014 288.13874  297.89596  348.63144    6.37651  0.1283163  0.27456645   2.3444325  3 E2010-C46    50   3 2006-2008 0.46 M-v 38h MPC        0000          2006 DC47          20081202
K06DG6H 18.2   0.15 K1014   9.38137  331.50132  144.87689    5.78814  0.2457903  0.23955661   2.5676192  2 E2010-C46    25   3 2000-2010 0.24 M-v 38h MPC        0000          2006 DH166         20100209
K06DL6Y 15.8   0.15 K1014 142.72303  358.88442  335.85928    9.44409  0.1430843  0.22892664   2.6464995  3 E2010-C46    55   3 2006-2010 0.42 M-v 38h MPC        0000          2006 DY216         20100211
K06E10H 15.5   0.15 K1014  27.11914  227.98465  164.59355   12.35841  0.1408393  0.18220273   3.0815281  1 E2010-C46    45   5 2003-2010 0.48 M-v 38h MPC        1000          2006 EH10          20100209
K06F50M 14.9   0.15 K1014 161.41635  187.02884   99.07187   21.63114  0.1352558  0.18004401   3.1061107  1 E2010-C46    38   4 2001-2010 0.73 M-v 38h MPC        1000          2006 FM50          20100104
